Run,Instrument,LibraryLayout,ReleaseDate,AvgSpotLen,BioProject,BioProject_num,Ecotype,Treatment,Tissue,Developmental_stage
SRR11932996,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL150,control,leaf,seedling
SRR11932997,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL150,drought,leaf,seedling
SRR11932998,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL15,control,leaf,seedling
SRR11933001,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL149,control,leaf,seedling
SRR11933002,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By4960,drought,leaf,seedling
SRR11933005,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,Ye8001,control,leaf,seedling
SRR11933006,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,Ye8001,drought,leaf,seedling
SRR11933007,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Ye8001,drought,leaf,seedling
SRR11933009,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Ye52106,drought,leaf,seedling
SRR11933011,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,X178,control,leaf,seedling
SRR11933013,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By4944,control,leaf,seedling
SRR11933016,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,Wu109,drought,leaf,seedling
SRR11933018,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,WH413,control,leaf,seedling
SRR11933021,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,W22,control,leaf,seedling
SRR11933022,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,W22,control,leaf,seedling
SRR11933023,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,W22,drought,leaf,seedling
SRR11933030,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL145,control,leaf,seedling
SRR11933031,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL145,drought,leaf,seedling
SRR11933033,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL144,drought,leaf,seedling
SRR11933038,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL142,control,leaf,seedling
SRR11933039,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL142,drought,leaf,seedling
SRR11933043,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL141,drought,leaf,seedling
SRR11933044,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL141,drought,leaf,seedling
SRR11933046,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CIMBL139,drought,leaf,seedling
SRR11933047,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL133,control,leaf,seedling
SRR11933050,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,W22,drought,leaf,seedling
SRR11933052,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,W138,drought,leaf,seedling
SRR11933054,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,U8112,control,leaf,seedling
SRR11933056,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,U8112,drought,leaf,seedling
SRR11933057,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,TY6,drought,leaf,seedling
SRR11933061,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,GEMS14,control,leaf,seedling
SRR11933063,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,A188,drought,leaf,seedling
SRR11933064,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,GEMS14,drought,leaf,seedling
SRR11933065,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS13,control,leaf,seedling
SRR11933066,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS13,drought,leaf,seedling
SRR11933068,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS11,drought,leaf,seedling
SRR11933070,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS10,control,leaf,seedling
SRR11933072,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS10,drought,leaf,seedling
SRR11933075,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,FCD0602,drought,leaf,seedling
SRR11933076,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,FCD0602,drought,leaf,seedling
SRR11933079,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,Dong237,drought,leaf,seedling
SRR11933081,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,Dan599,drought,leaf,seedling
SRR11933083,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,DAN3130,control,leaf,seedling
SRR11933086,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,DAN3130,drought,leaf,seedling
SRR11933088,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,D863F,drought,leaf,seedling
SRR11933089,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CML69,control,leaf,seedling
SRR11933090,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,46,PRJNA637522,,CML69,drought,leaf,seedling
SRR11933093,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML50,drought,leaf,seedling
SRR11933095,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CML496,drought,leaf,seedling
SRR11933099,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML493,drought,leaf,seedling
SRR11933100,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML480,control,leaf,seedling
SRR11933102,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML480,drought,leaf,seedling
SRR11933105,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML479,drought,leaf,seedling
SRR11933107,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,8902,drought,leaf,seedling
SRR11933109,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,CML470,control,leaf,seedling
SRR11933110,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML470,drought,leaf,seedling
SRR11933112,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CML454,drought,leaf,seedling
SRR11933113,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML454,drought,leaf,seedling
SRR11933114,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML433,control,leaf,seedling
SRR11933117,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML432,drought,leaf,seedling
SRR11933118,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML431,drought,leaf,seedling
SRR11933120,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML431,drought,leaf,seedling
SRR11933122,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,CML423,drought,leaf,seedling
SRR11933124,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML411,control,leaf,seedling
SRR11933126,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML411,drought,leaf,seedling
SRR11933127,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CML361,control,leaf,seedling
SRR11933129,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML361,drought,leaf,seedling
SRR11933130,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,835B,drought,leaf,seedling
SRR11933133,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML360,drought,leaf,seedling
SRR11933135,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML360,drought,leaf,seedling
SRR11933137,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CML325,control,leaf,seedling
SRR11933140,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML32,drought,leaf,seedling
SRR11933141,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,835B,drought,leaf,seedling
SRR11933144,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CML31,drought,leaf,seedling
SRR11933145,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML31,drought,leaf,seedling
SRR11933149,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,CML298,control,leaf,seedling
SRR11933150,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CML298,drought,leaf,seedling
SRR11933152,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,7884-4Ht,control,leaf,seedling
SRR11933154,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML20,drought,leaf,seedling
SRR11933156,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML192,drought,leaf,seedling
SRR11933158,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CML189,control,leaf,seedling
SRR11933159,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML189,drought,leaf,seedling
SRR11933161,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML172,control,leaf,seedling
SRR11933163,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,7884-4Ht,drought,leaf,seedling
SRR11933164,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML172,drought,leaf,seedling
SRR11933166,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML171,drought,leaf,seedling
SRR11933167,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML171,drought,leaf,seedling
SRR11933169,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CML170,drought,leaf,seedling
SRR11933173,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CML165,drought,leaf,seedling
SRR11933185,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,7884-4Ht,drought,leaf,seedling
SRR11933187,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML134,drought,leaf,seedling
SRR11933189,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML121,control,leaf,seedling
SRR11933191,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML121,drought,leaf,seedling
SRR11933192,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML118,control,leaf,seedling
SRR11933196,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,7884-4Ht,drought,leaf,seedling
SRR11933197,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,CML116,drought,leaf,seedling
SRR11933198,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML115,control,leaf,seedling
SRR11933199,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CML115,drought,leaf,seedling
SRR11933202,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL99,drought,leaf,seedling
SRR11933204,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL98,control,leaf,seedling
SRR11933206,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL98,drought,leaf,seedling
SRR11933208,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL96,control,leaf,seedling
SRR11933209,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL96,drought,leaf,seedling
SRR11933211,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,47,PRJNA637522,,CIMBL95,control,leaf,seedling
SRR11933216,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL94,drought,leaf,seedling
SRR11933218,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,7381,drought,leaf,seedling
SRR11933220,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL92,drought,leaf,seedling
SRR11933222,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL91,control,leaf,seedling
SRR11933224,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL91,drought,leaf,seedling
SRR11933225,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,CIMBL91,drought,leaf,seedling
SRR11933227,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,CIMBL91,drought,leaf,seedling
SRR11933229,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL90,drought,leaf,seedling
SRR11933232,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL9,control,leaf,seedling
SRR11933234,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,By4944,drought,leaf,seedling
SRR11933237,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,TY4,drought,leaf,seedling
SRR11933241,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,TY3,drought,leaf,seedling
SRR11933243,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,46,PRJNA637522,,TY2,drought,leaf,seedling
SRR11933245,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,B73,control,leaf,seedling
SRR11933247,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Tian77,control,leaf,seedling
SRR11933248,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,Tian77,drought,leaf,seedling
SRR11933250,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,268,drought,leaf,seedling
SRR11933254,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL129,drought,leaf,seedling
SRR11933256,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL127,control,leaf,seedling
SRR11933258,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL127,drought,leaf,seedling
SRR11933259,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL125,control,leaf,seedling
SRR11933261,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,238,drought,leaf,seedling
SRR11933262,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL125,drought,leaf,seedling
SRR11933263,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL123,control,leaf,seedling
SRR11933264,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,CIMBL123,drought,leaf,seedling
SRR11933265,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL123,drought,leaf,seedling
SRR11933268,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,CIMBL122,drought,leaf,seedling
SRR11933270,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,CIMBL121,drought,leaf,seedling
SRR11933272,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,238,drought,leaf,seedling
SRR11933273,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Tian77,drought,leaf,seedling
SRR11933275,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Sy3073,drought,leaf,seedling
SRR11933278,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Sy1128,drought,leaf,seedling
SRR11933282,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,Sy1052,drought,leaf,seedling
SRR11933286,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,47,PRJNA637522,,Sy1032,control,leaf,seedling
SRR11933288,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,Sy1032,drought,leaf,seedling
SRR11933289,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,SW92E114,control,leaf,seedling
SRR11933290,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,SW92E114,drought,leaf,seedling
SRR11933291,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,B73,drought,leaf,seedling
SRR11933293,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,SW92E114,drought,leaf,seedling
SRR11933294,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,SI273,control,leaf,seedling
SRR11933296,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,SI273,drought,leaf,seedling
SRR11933297,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Shen5003,control,leaf,seedling
SRR11933299,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,Shen5003,drought,leaf,seedling
SRR11933301,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Shen5003,drought,leaf,seedling
SRR11933302,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,SC55,control,leaf,seedling
SRR11933306,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,S22,control,leaf,seedling
SRR11933307,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,S22,control,leaf,seedling
SRR11933309,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,S22,drought,leaf,seedling
SRR11933312,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,Ry729,drought,leaf,seedling
SRR11933315,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,R15X1141,control,leaf,seedling
SRR11933316,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,R15X1141,drought,leaf,seedling
SRR11933318,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,PH6WC,control,leaf,seedling
SRR11933320,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,46,PRJNA637522,,PH6WC,drought,leaf,seedling
SRR11933322,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,PH4CV,drought,leaf,seedling
SRR11933324,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,P178,control,leaf,seedling
SRR11933325,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,B114,drought,leaf,seedling
SRR11933326,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,P178,drought,leaf,seedling
SRR11933328,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Nan21-3,control,leaf,seedling
SRR11933330,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Nan21-3,drought,leaf,seedling
SRR11933331,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,inbred line Mo17,control,leaf,seedling
SRR11933333,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,inbred line Mo17,drought,leaf,seedling
SRR11933336,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,B113,control,leaf,seedling
SRR11933338,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,MO113,drought,leaf,seedling
SRR11933340,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,M153,drought,leaf,seedling
SRR11933343,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,LY042,drought,leaf,seedling
SRR11933344,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,LIAO5262,control,leaf,seedling
SRR11933345,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,LIAO5262,drought,leaf,seedling
SRR11933347,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,B113,drought,leaf,seedling
SRR11933349,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,LIAO159,drought,leaf,seedling
SRR11933351,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,LIAO138,control,leaf,seedling
SRR11933354,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,K10,control,leaf,seedling
SRR11933356,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,K10,drought,leaf,seedling
SRR11933358,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,B113,drought,leaf,seedling
SRR11933360,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,46,PRJNA637522,,JY01,drought,leaf,seedling
SRR11933362,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,Jiao51,drought,leaf,seedling
SRR11933365,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Ji853,drought,leaf,seedling
SRR11933367,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,JH96C,drought,leaf,seedling
SRR11933368,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,JH96C,drought,leaf,seedling
SRR11933370,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,J4112,control,leaf,seedling
SRR11933372,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,J4112,drought,leaf,seedling
SRR11933373,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,J4112,drought,leaf,seedling
SRR11933378,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,HuangC,drought,leaf,seedling
SRR11933380,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,49,PRJNA637522,,B11,control,leaf,seedling
SRR11933382,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,Gy386,drought,leaf,seedling
SRR11933384,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,Gy1032,drought,leaf,seedling
SRR11933386,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,47,PRJNA637522,,GEMS9,control,leaf,seedling
SRR11933388,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,GEMS9,drought,leaf,seedling
SRR11933390,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,GEMS66,drought,leaf,seedling
SRR11933392,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS66,drought,leaf,seedling
SRR11933393,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS65,control,leaf,seedling
SRR11933395,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS65,drought,leaf,seedling
SRR11933396,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS63,control,leaf,seedling
SRR11933401,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS6,control,leaf,seedling
SRR11933403,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,05WN230,control,leaf,seedling
SRR11933406,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,45,PRJNA637522,,GEMS58,control,leaf,seedling
SRR11933408,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,44,PRJNA637522,,GEMS58,drought,leaf,seedling
SRR11933410,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS55,drought,leaf,seedling
SRR11933412,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS54,control,leaf,seedling
SRR11933415,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,48,PRJNA637522,,GEMS54,drought,leaf,seedling
SRR11933418,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS51,control,leaf,seedling
SRR11933421,Illumina HiSeq 2500,PAIRED,2020-06-11T00:00:00Z,50,PRJNA637522,,GEMS5,drought,leaf,seedling
